,who,what,where,when,why,how,text
230,0,0,0,0,They,do nt have the right to take us hostage Residents,"They dont have the right to take us hostage

Residents at wits end near Canada trucker protest red zone"
231,£ 13.5 m London penthouse,.,0,0,0,0,The Cryptoqueens £13.5m London penthouse
232,congressman,wont back down after naked video,0,0,0,US youngest congressman says he wont back down after naked,US youngest congressman says he wont back down after naked video of him in bed was leaked
233,0,0,0,0,0,"to military veterans in Ukraine , reports say For the","Weapons are to be distributed to military veterans in Ukraine, reports say

For the latest follow our live page"
234,driving pickup in deadly Texas crash that killed nine,.,0,0,0,in deadly Texas crash that killed nine .,"Child, 13, driving pickup in deadly Texas crash that killed nine"
235,Joni Mitchell,wants songs,Spotify,0,Joni Mitchell,0,Joni Mitchell wants songs removed from Spotify
236,0,0,West Africa,0,0,the military strongmen to West Africa in Burkina Faso coup,Return of the military strongmen to West Africa in Burkina Faso coup
237,Biden,expected to nominate first black woman,0,0,Biden,first black woman to Supreme Court .,Biden expected to nominate first black woman to Supreme Court
238,Israel foreign minister,makes historic visit,0,0,Israel foreign minister,Israel foreign minister makes historic visit to Bahrain .,Israel foreign minister makes historic visit to Bahrain
239,0,0,0,0,0,The older Ukrainians reluctant to hit the road .,The older Ukrainians reluctant to hit the road
240,0,0,0,0,0,0,Police warn protesters to leave amid plans to clear blockade in Canada
241,US President Joe Biden,accuses Russia of genocide,0,0,0,0,US President Joe Biden accuses Russia of genocide in Ukraine
242,"Thailands Maya Bay , made famous in Leonardo DiCaprio movie The Beach",",",0,0,0,"made famous in Leonardo DiCaprio movie The Beach , reopens","Thailands Maya Bay, made famous in Leonardo DiCaprio movie The Beach, reopens after more than three years"
243,0,0,0,0,Ukrainian citizen volunteers,Ukrainian citizen volunteers take up arms to fight Russian invasion,Ukrainian citizen volunteers take up arms to fight Russian invasion
244,"suicide attackers seized US passenger jets and crashed them , killing thousands of people The attack",remains one of the most traumatic events of the century,0,Tuesday 11 September 2001,"suicide attackers seized US passenger jets and crashed them , killing thousands of people The attack","most traumatic events of the century , not only for","On Tuesday 11 September 2001 suicide attackers seized US passenger jets and crashed them, killing thousands of people

The attack remains one of the most traumatic events of the century, not only for Americans but also for the world"
245,his would - be assassins,have been identified,0,0,Iraq PM,0,Iraq PM says his would-be assassins have been identified
246,0,0,0,0,children,0,"In Mariupol, children bear the brunt of Vladimir Putins war"
247,Russian bombs,killed 47 people civilians,0,Thursday,Ukrainian cities,Ukrainian cities have not seen such inhuman cruelty against our,"Ukrainian cities have not seen such inhuman cruelty against our state since Nazi occupation

Ukraines President Zelensky says Russian bombs killed 47 people - peaceful civilians - on Thursday and this morning, a rocket hit a school building"
248,Ukraine,:,Kharkiv,0,Intense,Intense shelling as troops battle to regain Kharkiv region,Ukraine: Intense shelling as troops battle to regain Kharkiv region
249,0,0,0,0,0,Olympic sprinter sentenced on flat cocaine charges .,Leon Reid: Olympic sprinter sentenced on flat cocaine charges
250,0,0,0,0,we,0,Should we be recycling Covid tests?
251,AstraZeneca,to take profits,0,0,0,0,AstraZeneca to take profits from Covid vaccine
252,Sarah Rainsford,should have been covering the Russian elections,0,last month,Sarah Rainsford,"the Russian elections But , last month , the BBCs","Sarah Rainsford should have been covering the Russian elections

But, last month, the BBCs Moscow Correspondent suddenly became the story herself as she was expelled from the country, labelled a security threat by the authorities"
253,0,0,0,0,0,Polish school transformed into shelter to help thousands of people,Polish school transformed into shelter to help thousands of people fleeing from war in Ukraine
254,0,0,0,0,Ferrell,"Elf , screenwriter and director Richard Curtis says","Will Ferrell should have had Oscar nomination for Elf, screenwriter and director Richard Curtis says"
255,Canada,taps,0,0,0,running low .,Canada taps into emergency maple syrup reserves with supply running low
256,deadly cow attacks,are an issue,0,0,deadly cow attacks,Why deadly cow attacks are an issue in Indian state,Uttar Pradesh: Why deadly cow attacks are an issue in Indian state election
257,Novak Djokovic family press conference,begins in Serbia,0,0,0,0,Novak Djokovic family press conference begins in Serbia
258,tragedy,sunk,0,0,0,it sunk,"Five myths debunked about the Titanic tragedy, 110 years since it sunk"
259,Report of Mariupol chemical attack by Russia,sparks US and UK concern,0,0,0,Mariupol chemical attack by Russia sparks US and UK concern,Report of Mariupol chemical attack by Russia sparks US and UK concern
260,0,0,0,0,0,Global wheat prices jump after India export ban .,Global wheat prices jump after India export ban
261,Britney Spears,blames mum for ruining my life with conservatorship,0,0,Britney Spears,ruining my life with conservatorship,Britney Spears blames mum for ruining my life with conservatorship
262,US President Joe Biden,is faced with low approval ratings,0,0,he,with low approval ratings and economic concern How might he,"US President Joe Biden is faced with low approval ratings and economic concern

How might he play his State of the Union address to win popularity?"
263,Poland,blocks hundreds of migrants trying to enter the country at the Belarus border,0,0,0,0,Poland blocks hundreds of migrants trying to enter the country at the Belarus border
264,North Korea missile tests,shown in photos,0,0,0,0,North Korea missile tests shown in photos from space
265,Putin,will search for a way to save face,0,0,Putin,a way to save face,Ukraine: Putin will search for a way to save face
266,Canada pledges to help countries,stop using Russian oil,0,0,0,using Russian oil .,Canada pledges to help countries stop using Russian oil
267,Hitler,was Jewish,0,0,0,at Russian claim that Hitler was Jewish .,Israel outrage at Russian claim that Hitler was Jewish
268,0,0,0,0,0,Australian state of Victoria to host Commonwealth Games in 2026,Australian state of Victoria to host Commonwealth Games in 2026
269,0,0,Mariupol,0,0,Key moments in the siege of the Ukrainian city of,Key moments in the siege of the Ukrainian city of Mariupol
270,Theres very clear signs that Russian forces are trying to move on this capital [ Kyiv ] - the biggest prize in Russias invasion from multiple directions,@bbclysedoucet on the Russian military convoy,Kyiv,0,0,very clear signs that Russian forces are trying to move,"Theres very clear signs that Russian forces are trying to move on this capital [Kyiv] - the biggest prize in Russias invasion from multiple directions

@bbclysedoucet on the Russian military convoy near Kyiv that is feared to be preparing new attacks"
271,Some Americans,are going to Mexico for cheaper petrol,0,0,0,for cheaper petrol .,Some Americans are going to Mexico for cheaper petrol
272,Israel,accuses Iran over Cyprus,0,0,0,0,Israel accuses Iran over Cyprus alleged hitman plot
273,the US,will support forested nations,0,0,0,support forested nations and developing countries .,"President Biden, speaking at the COP26 climate conference, says the US will support forested nations and developing countries"
274,At least five people,died,0,Christmas,car,At least five people died and more than 40 injured,At least five people died and more than 40 injured after car ploughed into Christmas parade in US state of Wisconsin
275,The Landsat - 9 spacecraft,will continue an unbroken,0,0,The Landsat - 9 spacecraft,"an unbroken , near -50-year observation of our changing world","The Landsat-9 spacecraft will continue an unbroken, near-50-year observation of our changing world"
276,0,0,0,0,we,so far about the China Eastern jet crash ?,What do we know so far about the China Eastern jet crash?
277,0,0,0,0,Whisky and visas,0,Whisky and visas could be part of a UK-India trade deal
278,I,returned,0,0,0,0,Why I returned to Boko Haram and how I escaped
279,Ugandan troops,have entered DR Congo - again,0,0,0,Why Ugandan troops have entered DR Congo - again .,Why Ugandan troops have entered DR Congo - again
280,0,0,0,0,0,and still in love .,Couple married for 91 years and still in love
281,these efforts,were making together,0,This may,countries around the world,"over soon and so these efforts were making together ,","This may not be over soon and so these efforts were making together, we have to sustain them

Speaking in Brussels, US Secretary of State Antony Blinken says countries around the world are united in abhorrence of what President Putin has unleashed"
282,0,0,0,0,0,0,In love with the Resistance: My mother-in-laws war
283,0,0,0,0,officer,in fatal shooting to be named .,Patrick Lyoya: Family calls for officer involved in fatal shooting to be named
284,Ida aftermath,:,0,0,0,cant even count my losses from the flooding right now,Storm Ida aftermath: I cant even count my losses from the flooding right now
285,Ex-Afghan President Ghani,apologises for fleeing,0,0,0,Ex-Afghan President Ghani apologises for fleeing .,Ex-Afghan President Ghani apologises for fleeing
286,Australia,could refuse Novak Djokovic,0,0,Australia,0,"Australia could refuse Novak Djokovic entry over vaccine row, says PM Scott Morrison"
287,0,0,0,0,Russia,motherland in Ukraine in Victory,Putin says Russia fighting for motherland in Ukraine in Victory Day speech
288,Ukraine conflict,:,0,0,0,0,Ukraine conflict: Your guide to understanding day 11
289,part of FIA,restructure in wake,0,0,Michael Masi,F1 race director as part of,Michael Masi removed as F1 race director as part of FIA restructure in wake of last years Abu Dhabi Grand Prix
290,UK YouTuber Benjamin Rich,quizzed and fined at Russian space centre,0,0,0,at Russian space centre .,UK YouTuber Benjamin Rich quizzed and fined at Russian space centre
291,Putin,warns Finland,0,0,Finland,0,Putin warns Finland joining Nato would be mistake
292,0,0,0,0,0,as major winter storm hits US and Canada .,Millions under weather alerts as major winter storm hits US and Canada
293,remaining Mariupol steelworks,fighters,0,0,0,0,Ukraine doing everything to save remaining Mariupol steelworks fighters
294,Centre - left Social Democrats,claim narrow win,0,0,0,claim narrow win in German election .,Centre-left Social Democrats claim narrow win in German election
295,0,0,0,0,0,Excess weight a clear womb - cancer risk .,Excess weight a clear womb-cancer risk
296,Turkey,threatens to block Finland,0,0,0,0,Turkey threatens to block Finland and Sweden Nato bids
297,The southern Indian films winning on Bollywoods turf,.,0,0,0,The southern Indian films winning on Bollywoods turf .,"KGF 2, RRR, Pushpa: The southern Indian films winning on Bollywoods turf"
298,Sri Lanka,warns it,0,0,it,its foreign debt amid crisis .,Sri Lanka warns it will default on its foreign debt amid crisis
299,Five times Russians,have stood up for Ukraine,0,0,0,Ukraine,Five times Russians have stood up for Ukraine
300,0,0,East,0,0,Israeli police evict Palestinians from East Jerusalem home .,Israeli police evict Palestinians from East Jerusalem home
