,who,what,where,when,why,how,text
201,0,0,0,0,0,went wrong with Inventing Anna ?,Cheating the audience: what went wrong with Inventing Anna?
202,Ohio police,ask for help finding thieves,0,0,0,stole entire bridge .,Ohio police ask for help finding thieves who stole entire bridge
203,an avant - garde epic to empowering R&amp;B : a complete guide to this week ’s entertainment,.,0,this week,0,a complete guide to this week ’s entertainment .,From an avant-garde epic to empowering R&amp;B: a complete guide to this week’s entertainment
204,0,0,0,0,0,into final round of US PGA Championship .,Matt Fitzpatrick in frame going into final round of US PGA Championship
205,the Grand Duke of Corsica review,–,Corsica,0,0,as oddball architect .,The Obscure Life of the Grand Duke of Corsica review – Tim Spall as oddball architect
206,Pam &amp; Tommy,review – the infamous sex tape ’s,0,0,0,the infamous sex tape ’s astonishing story .,Pam &amp; Tommy review – the infamous sex tape’s astonishing story
207,Labour,toasts its success,0,0,0,0,Labour toasts its success in Boris Johnson’s Partygate humiliation
208,New signings,fail to fire as 49ers ’ Ward,0,0,Ward,to humbling ’ defeat .,New signings fail to fire as 49ers’ Ward consigns Rams to humbling’ defeat
209,Diane Morgan,crashes The League,0,0,Diane Morgan,0,TV tonight: Diane Morgan crashes The League of Gentlemen cast reunion
210,it,went up everyone,Brixton,0,it,0,Brixton’s Barrier Block: When it went up everyone hated it’
211,The week in audio : Unreal ; It ’s,…,0,The week,0,Unreal ; It ’s … Wagatha Christie ; Piers,The week in audio: Unreal; It’s… Wagatha Christie; Piers Morgan Uncensored; One Dish
212,Tory MP,sparks Brexiter backlash,0,0,0,EU single market .,Tory MP sparks Brexiter backlash with call to rejoin EU single market
213,Phillips,’ve waited a long time,0,0,I,a long time to be a manager – I want,Kevin Phillips: I’ve waited a long time to be a manager – I want to do it right’
214,Britain ’s,most peaceful,0,0,0,most peaceful retreats .,10 of Britain’s most peaceful retreats
215,you,been affected by Storm Malik,0,0,you,0,Tell us: how have you been affected by Storm Malik?
216,the workers who became homeless in the pandemic,.,0,0,0,packet away from the streets : the workers who became,One pay packet away from the streets: the workers who became homeless in the pandemic
217,Pakistan orders,Monday,0,Monday,0,0,Pakistan orders Monday closure of schools and offices in Lahore to cut smog
218,0,0,0,0,Boris Johnson,0,Boris Johnson says lot of nonsense’ talked about No 10 lockdown parties
219,0,0,0,0,0,for unvaccinated residents prompts fierce Covid debate .,Quebec health tax for unvaccinated residents prompts fierce Covid debate
220,Storm Franklin,:,0,0,0,0,Storm Franklin: will your insurance cover damage and how do you claim?
221,0,0,0,0,0,in busiest day this year .,More than 900 people intercepted crossing Channel in busiest day this year
222,Hugo Keenan,relishes aerial battle,Leinster,0,Hugo Keenan,relishes aerial battle as Leinster and Leicester look to take,Hugo Keenan relishes aerial battle as Leinster and Leicester look to take flight
223,Teenager Carlos Alcaraz,hailed as new superstar ’ after Madrid Open title,0,0,Teenager Carlos Alcaraz,as new superstar ’ after Madrid Open title .,Teenager Carlos Alcaraz hailed as new superstar’ after Madrid Open title
224,New Zealand ’s central bank,lifts rates,0,0,0,"’s central bank lifts rates to 2 percent , the","New Zealand’s central bank lifts rates to 2 percent , the highest level since 2016"
225,La Caja review – mystery box of bones,ignites brooding surrogate - father tale,0,0,0,ignites brooding surrogate - father tale .,La Caja review – mystery box of bones ignites brooding surrogate-father tale
226,0,0,0,0,0,0,"Backlash over police vaccine mandates has not fueled crime surge, experts say"
227,Jota,ends Celtic for away victory with winner against Aberdeen,0,0,Jota,ends Celtic ’s long wait for away victory with winner,Jota ends Celtic’s long wait for away victory with winner against Aberdeen
228,0,0,0,0,0,the perfect creamed corn – recipe | Felicity Cloakes how,How to make the perfect creamed corn – recipe | Felicity Cloakes how to make the perfect…
229,The sickness ailing the Conservatives,runs deeper than Boris,0,0,The sickness ailing the Conservatives,runs deeper than Boris Johnson | Gaby Hinsliff .,The sickness ailing the Conservatives runs deeper than Boris Johnson | Gaby Hinsliff
230,Vipers,edge out Diamonds,0,0,0,0,Vipers edge out Diamonds to claim Rachael Heyhoe Flint Trophy
231,0,0,0,0,0,"Former Nazi concentration camp secretary , 96 , faces trial","Former Nazi concentration camp secretary, 96, faces trial"
232,Steven Gerrard,is destined to manage Liverpool,0,0,0,0,"Steven Gerrard is destined to manage Liverpool, insists Jürgen Klopp – video"
233,Bristol surgeon,harmed ’ 203 women with unnecessary operations,0,0,Bristol surgeon,with unnecessary operations .,Bristol surgeon harmed’ 203 women with unnecessary operations
234,Bidens,can make relationships,0,0,Bidens,"relationships worse , say experts .","Fexting’ like Bidens can make relationships worse, say experts"
235,us,:,0,0,you,breaking lockdown rules ?,Tell us: did you get in trouble for breaking lockdown rules?
236,0,0,0,0,0,New - look Diamonds show fight in Quad Series and,New-look Diamonds show fight in Quad Series and potential for sparkling future | Erin Delahunty
237,Tom Allen at the helm of a new nautical comedy gameshow,.,0,0,0,a new nautical comedy gameshow .,TV tonight: Tom Allen at the helm of a new nautical comedy gameshow
238,0,0,0,0,0,Disabled people struggling to hire carers after Brexit .,Disabled people struggling to hire carers after Brexit
239,0,0,0,0,sisters,was happy and sad ’ : sisters reunited after 20,It was happy and sad’: sisters reunited after 20 years by war in Ukraine
240,0,0,0,0,0,0,"Replacements for P&amp;O Ferries crew paid £1.80 an hour, unions say"
241,The Royal Horse Artillery and Budapest fashion,:,0,Monday,0,’s best photos .,The Royal Horse Artillery and Budapest fashion: Monday’s best photos
242,the Covid vaccination rate,hit 104 percent,0,0,0,The Sicilian town where the Covid vaccination rate hit 104,The Sicilian town where the Covid vaccination rate hit 104 percent
243,0,0,0,0,0,four Eastern European countries finds .,"Media freedom is in danger’, survey in four Eastern European countries finds"
244,Jackson and Meyers Taylor,have made history,0,0,Jackson and Meyers Taylor,Black Americans,Jackson and Meyers Taylor have made history in Beijing for Black Americans
245,0,0,0,0,0,as floral installations – in pictures .,Artworks as floral installations – in pictures
246,Single - use plastic plates and cutlery,could be banned in England,0,0,0,Single - use plastic plates and cutlery could be banned,Single-use plastic plates and cutlery could be banned in England
247,I,Used to Live Here Once by Miranda Seymour review,0,0,I,to Live Here Once by Miranda Seymour review – the,I Used to Live Here Once by Miranda Seymour review – the troubled life of Jean Rhys
248,Our,birthdays and party,0,0,Our,0,Our blighted birthdays and party politicss | Letters
249,0,0,0,0,0,How often have players with rhyming names created goals for,How often have players with rhyming names created goals for each other?
250,0,0,0,0,0,over huge pay rises for Manchester Airports Group bosses .,Outrage over huge pay rises for Manchester Airports Group bosses
251,0,0,0,0,0,on social media appears to show discrimination as people flee,Footage shared on social media appears to show discrimination as people flee Ukraine – video
252,0,0,0,0,0,How criminally underrated TV drama P - Valley pulls off,How criminally underrated TV drama P-Valley pulls off the pandemic storyline
253,Will Smith,was asked to leave Oscars but refused,0,0,0,"slap but refused ,","Will Smith was asked to leave Oscars after slap but refused, Academy says"
254,Chiesa,leads Juventus through Spezia six - pointer,Spezia,0,0,Chiesa leads,Allegri’s anger fades as Chiesa leads Juventus through Spezia six-pointer
255,De Grasse,backs Thompson - Herah,0,0,De Grasse,break 100m world record in Zurich final .,De Grasse backs Thompson-Herah to break 100m world record in Zurich final
256,The Breakdown,was to overstep ’ : Willie Andersons,0,0,0,holds back little .,The Breakdown | My nature was to overstep’: Willie Andersons memoir holds back little
257,0,0,0,0,No 10,of Russian fossil fuels .,No 10 expected to outline plans to cut use of Russian fossil fuels
258,a Cumbrian practice,that has waited nine months,0,0,0,Still wanted : GP for a Cumbrian practice that has,Still wanted: GP for a Cumbrian practice that has waited nine months
259,The greats,are all here,0,0,The greats,’ favourite UK permanent exhibitions .,The greats are all here’: readers’ favourite UK permanent exhibitions
260,0,0,Chiefs,0,0,0,"OK, now it’s time to worry about the Kansas City Chiefs"
261,Melbourne protester,admits assaulting two police officers and hitting horse,0,0,Melbourne protester,0,Melbourne protester admits assaulting two police officers and hitting horse in head
262,Lewis Hamilton,deserved to be world champion,0,0,0,0,"Lewis Hamilton deserved to be world champion, says teammate Bottas"
263,0,0,0,0,0,how ’s it going ?,Brexit one year on: so how’s it going?
264,0,0,0,0,0,0,Sunak under growing pressure to react to Ukraine crisis in spring statement
265,Macron,:,0,0,0,1961 Algerian antiwar protest unforgiveable ’ .,Macron: crackdown on 1961 Algerian antiwar protest unforgiveable’
266,0,0,0,0,0,Portable Magic by Emma Smith review – a love letter,Portable Magic by Emma Smith review – a love letter to reading
267,0,0,Wales,0,0,Public sexual harassment could become criminal offence in England and,Public sexual harassment could become criminal offence in England and Wales
268,We,walked the world ’s,0,0,We,’s longest suspension bridge in Portugal ’s natural playground .,We walked the world’s longest suspension bridge in Portugal’s natural playground
269,the most ludicrous moment of Sue Perkins ’ career,.,0,0,0,most ludicrous moment of Sue Perkins ’ career .,The Greatest Snowman: the most ludicrous moment of Sue Perkins’ career
270,Highland landowner,faces legal challenge,0,0,Highland landowner,faces legal challenge over right to roam .,Highland landowner faces legal challenge over right to roam
271,"2022 draw , Premier League team news and more – live",!,0,0,0,– live !,"World Cup 2022 draw, Premier League team news and more – live!"
272,I,feel abandoned ’ : Australians,0,0,0,their results blame governments,I feel abandoned’: Australians waiting hours to be tested and days for their results blame governments
273,0,0,Ballintogher,0,0,should n’t have been in the country ’ seized in,Substances that shouldn’t have been in the country’ seized in Ballintogher raid
274,OECD,warns over ending stimulus policies,0,0,OECD,0,OECD warns over ending stimulus policies despite inflation pressures
275,0,0,0,0,0,Ukrainian government calls on hackers to help defend against Russia,Ukrainian government calls on hackers to help defend against Russia
276,0,0,0,0,0,0,How media took nine months to leap on Starmer beer footage
277,0,0,0,0,Princess Essex review – Anne Odeke,to Black British history lesson .,Princess Essex review – Anne Odeke gives spark to Black British history lesson
278,Group of men storm,Drag Queen Story Hour,0,0,0,in possible hate crime .,Group of men storm Drag Queen Story Hour in California in possible hate crime
