,who,what,where,when,why,how,text
130,the western city of Lviv,Follow all the latest updates,Lviv,0,0,A Ukrainian military base was targeted in a Russian missile,"🔴A Ukrainian military base was targeted in a Russian missile attack early on Tuesday morning as a series of loud explosions rocked the western city of Lviv

Follow all the latest updates on our liveblog here ⬇️"
131,Justice Secretary,reveals to The Telegraph to cut crime : giving offenders,0,0,Justice Secretary,his latest plan to cut crime : giving offenders a,Justice Secretary reveals to The Telegraph his latest plan to cut crime: giving offenders a chance to get work and pay their dues to society
132,0,0,0,0,food price rises,The front page of tomorrows Daily Telegraph : Bank chief,"The front page of tomorrows Daily Telegraph:

Bank chief: food price rises will be apocalyptic’



Sign up for the Front Page newsletter"
133,she,spent in prison,0,0,she,"year legal process in which she was enmeshed , but","The Italian courts could, if they wanted, apologise for the four years she spent in prison and the eight-year legal process in which she was enmeshed, but to do so would be to admit to embarrassing flaws in the country’s legal system"
134,Putins forces,ordered to broaden Ukraine advance,0,0,0,Follow live updates as they come on our liveblog ⬇️,"@JamieoJohnson 🔴Putins forces ordered to broaden Ukraine advance from all directions

Follow live updates as they come on our liveblog⬇️"
135,Amanda Knox,has called on the sole person to have been definitively convicted of the murder to confess to the crime,0,0,Amanda Knox,the sole person to have been definitively convicted of the,🔴 Amanda Knox has called on the sole person to have been definitively convicted of the murder of Meredith Kercher to confess to the crime and clear her name
136,0,0,0,0,New WHO figures,"a staggering toll ’ of almost 15m fatalities , but","New WHO figures show the pandemic wrought a staggering toll’ of almost 15m fatalities, but harsh restrictions were not the key to beating the virus"
137,Covid infections in hospitals,are a problem,0,0,An NHS chief,0,🗣️ An NHS chief has admitted  weve known from the beginning  that Covid infections in hospitals are a  problem
138,source,had taken on added importance,0,0,it,"the Bill have been in place since Brexit , a","Although plans for the Bill have been in place since Brexit, a government source said it had taken on added importance in the wake of Ukraine"
139,0,0,0,0,it,was hard to justify such sky - high earnings at,🗣️Critics said it was hard to justify such  sky-high  earnings at a time when ministers have pledged to ensure that record NHS investment is spent wisely
140,0,0,0,0,A detectorist,"eight known examples , on his first outing in a","💰 A detectorist is set for a £500,000 windfall after unearthing a Henry III coin, one of just eight known examples, on his first outing in a decade"
141,Mr Bidens,remarks came as he,0,0,he,and European leaders at a series of emergency summits in,"Mr Bidens remarks came as he met Nato, G7 and European leaders at a series of emergency summits in Brussels. They discussed what to do if Putin, whose forces are suffering unrelenting daily casualties, decided to unleash weapons of mass destruction"
142,China,"has for years been planning to build a nuclear reactor in Bradwell - on - Sea , as a stepping stone",Bradwell - on - Sea,0,0,"a nuclear reactor in Bradwell - on - Sea ,","🇨🇳 State-owned power company China General Nuclea has for years been planning to build a nuclear reactor in Bradwell-on-Sea, as a stepping stone to its ambitions for a growing presence in Europe"
143,the Russian army,is seriously depleted after a month,0,0,the Russian army,up Western intelligence briefings which have said the Russian army,⚠️ The move would back up Western intelligence briefings which have said the Russian army is seriously depleted after a month of fighting that has been much harder than it expected
144,the Government,has announced,0,0,Abramovich,Roman Abramovich has become the latest Russian oligarch to,"🚨BREAKING: Roman Abramovich has become the latest Russian oligarch to be added to the UK sanctions list, the Government has announced"
145,Sir Ringo Starr,has become the first Beatle,0,0,Sir Ringo Starr,an animated artwork set to a drum recording .,🥁 Sir Ringo Starr has become the first Beatle to launch an NFT collection - including an animated artwork set to a drum recording
146,the alleged scandal,has highlighted an unfortunate truth about,0,0,a gruelling training regime,the alleged scandal has highlighted an unfortunate truth about figure,"Whatever the outcome, the alleged scandal has highlighted an unfortunate truth about figure skating. 

🔴Behind the beauty and elegance lies a brutality, coaches and former skaters say; a gruelling training regime fuelled by intense stress"
147,The United States,has imposed fresh sanctions,0,0,0,imposed fresh sanctions against Russian oligarchs .,🔴The United States has imposed fresh sanctions against Russian oligarchs
148,Johnny Depp,has been awarded more than $ 10 million,0,0,Johnny Depp,0,"🚨 Johnny Depp has been awarded more than $10 million in damages in the blockbuster US defamation case against his ex-wife, Amber Heard.

Here is what the pair said following the trial verdict 👇"
149,🔵,confuse or alienate readers,0,0,0,0,🔵Information Commissioners Office tells staff to avoid using phrases like quid pro quo in case they confuse or alienate readers
150,the conflict,intensifies,0,0,The United Nations human rights chief,Nations human rights chief has said that tens of millions,🔴The United Nations human rights chief has said that tens of millions of lives are at risk in Ukraine as the conflict there intensifies
151,Boris Johnson,has confirmed,0,0,Holidaymakers who are fully vaccinated,are fully vaccinated will no longer have to take any,"🔴Holidaymakers who are fully vaccinated will no longer have to take any Covid tests for travel abroad, Boris Johnson has confirmed"
152,0,0,0,0,suspects,by fast track DNA technology that can provide forensic matches,Rapists are being caught by fast track DNA technology that can provide forensic matches within two hours before suspects have to be released from police custody.
153,The UK,has in a sense,0,0,The UK,pulled forward its recovery and flattered the picture | Writes,Caution is in order. The UK has in a sense pulled forward its recovery and flattered the picture  | Writes Ambrose Evans-Pritchard
154,all the latest updates,on our coronavirus liveblog,0,October,0,the latest updates on our coronavirus liveblog here 👇 .,"🔴NEW: Travel traffic light system set for shake-up in time for October half term

Follow all the latest updates on our coronavirus liveblog here 👇"
155,England,trusts where patients,0,0,0,"most likely to have caught the disease at hospital ,","🔴 The Telegraph can reveal the five NHS England trusts where patients who died with Covid were most likely to have caught the disease at hospital, and the trusts that refused to disclose data"
156,the Government,to investigate profiteering petrol stations,0,0,British motorists,⛽ British motorists have been paying over the odds for,"⛽ British motorists have been paying over the odds for fuel, as calls mount for the Government to investigate  profiteering  petrol stations"
157,0,0,0,0,What lack of sleep really,sleep really does to your body .,⚡️What lack of sleep really does to your body
158,The retail arm of Highgrove,made a pre-tax loss,Highgrove,0,0,The retail arm of Highgrove made a pre-tax loss of,"The retail arm of Highgrove made a pre-tax loss of almost £900,000 last year after the Covid crisis forced the Prince of Wales to shut up shop"
